epoch,lr,epoch_seconds,train_fine,train_total,train_skipped_batches,val_accuracy,val_macro_precision,val_macro_recall,val_macro_f1,val_balanced_accuracy,val_minority_macro_f1,val_minority_recall,val_minority_n,val_correct,val_within_lineage_error,val_cross_lineage_error,val_within_error_share,val_lineage_accuracy,val_head_lineage_accuracy,val_head_lineage_macro_f1
11,0.0002642168937553701,68.1,0.03996347074734641,0.03996347074734641,0,0.9115809706871696,0.7710328368562692,0.8409628569851367,0.7893610382760243,0.8409628569851367,0.7419832652405666,0.7216823105968186,673,0.9115809706871696,0.06663463078648085,0.021784398526349513,0.7536231884057971,0.9782156014736505,0.9782156014736505,0.9792455349438841
12,0.0002577524025146591,74.3,0.03594899128733592,0.03594899128733592,0,0.9199102995354798,0.7816214839544411,0.829013391566193,0.79665490948939,0.829013391566193,0.7170525009410929,0.6871816497508763,673,0.9199102995354798,0.06663463078648085,0.013455069678039404,0.832,0.9865449303219606,0.9865449303219606,0.9841799693415996
13,0.00025084513353919747,77.0,0.0364693867769297,0.0364693867769297,0,0.9237546051577767,0.7998184409521909,0.8507017649121535,0.8034588972707166,0.8507017649121535,0.7594333207556243,0.7284403878906609,673,0.9237546051577767,0.06198942815953868,0.014255966682684607,0.8130252100840336,0.9857440333173154,0.9857440333173154,0.983421126331395
14,0.00024352347027881003,76.2,0.03382799124017685,0.03382799124017685,0,0.8965241069998399,0.7746553508005901,0.8466724818449204,0.7921028566379653,0.8466724818449204,0.7839501537507042,0.7444465948823928,673,0.8965241069998399,0.08553580009610764,0.01794009290405254,0.826625386996904,0.9820599070959475,0.9820599070959475,0.9792543887324107
15,0.00023581749901832542,117.9,0.03245294289714606,0.03245294289714606,0,0.9279192695819317,0.8028996404843449,0.8680627291521162,0.8232959454845608,0.8680627291521162,0.8050290661787542,0.7703765905739053,673,0.9279192695819317,0.057984943136312674,0.014095787281755567,0.8044444444444444,0.9859042127182445,0.9859042127182445,0.9840951322993008
16,0.00022775888524657878,159.1,0.03053420705280707,0.03053420705280707,0,0.8994073362165625,0.7809713888087548,0.8021417908893965,0.7808649853287171,0.8021417908893965,0.7131524390113897,0.6921457784305506,673,0.8994073362165625,0.07480378023386193,0.025788883549575526,0.7436305732484076,0.9742111164504245,0.9742111164504245,0.9678540187689157
17,0.00021938074353612528,160.2,0.030063224670344165,0.030063224670344165,0,0.9115809706871696,0.794043615801725,0.8708336728780538,0.8064523505389349,0.8708336728780538,0.8137079920733039,0.7923210141140979,673,0.9115809706871696,0.0675957071920551,0.02082332212077527,0.7644927536231884,0.9791766778792247,0.9791766778792247,0.9770069556451068
18,0.00021071750146835905,159.7,0.026742185742317976,0.026742185742317976,0,0.9109402530834535,0.7850009116518831,0.8660140462464062,0.7955794859755803,0.8660140462464062,0.804141341581484,0.7909973645571086,673,0.9109402530834535,0.07176037161621016,0.017299375300336376,0.8057553956834532,0.9827006246996636,0.9827006246996636,0.9777751008467787
19,0.00020180475816319613,160.3,0.025569188746285963,0.025569188746285963,0,0.9263174755726413,0.8043557164493387,0.8229451686393269,0.8033375305107237,0.8229451686393269,0.7047878886011257,0.6804882607162329,673,0.9263174755726413,0.05718404613166747,0.016498478295691173,0.7760869565217391,0.9835015217043088,0.9835015217043088,0.9775485422506304
20,0.00019267913799465484,159.0,0.02643691266242128,0.02643691266242128,0,0.9324042928079449,0.8209432353841447,0.8548964510545523,0.8304565478291299,0.8548964510545523,0.7814326325096831,0.7452176981976759,673,0.9324042928079449,0.050616690693576806,0.016979016498478296,0.7488151658767772,0.9830209835015217,0.9830209835015217,0.9763133265404056
21,0.00018337814009344714,160.6,0.022367390940109123,0.022367390940109123,0,0.9168668909178279,0.7860027363224374,0.8481831463661769,0.8019115839187403,0.8481831463661769,0.7726145607660109,0.7373798180116462,673,0.9168668909178279,0.06551337497997757,0.01761973410219446,0.7880539499036608,0.9823802658978056,0.9823802658978056,0.9762318199904025
22,0.00017393998425500686,164.3,0.02170820385268838,0.02170820385268838,0,0.9242351433605638,0.8065125195819774,0.8676450666115328,0.8138434417797141,0.8676450666115328,0.7945761147543662,0.773427208204757,673,0.9242351433605638,0.056863687329809384,0.01890116930962678,0.7505285412262156,0.9810988306903732,0.9810988306903732,0.9765902869528938
23,0.00016440345388615225,167.4,0.019488995669506858,0.019488995669506858,0,0.9357680602274547,0.8189976443324767,0.858115281363735,0.8330493048491917,0.858115281363735,0.7886322324306316,0.73289156453924,673,0.9357680602274547,0.04997597308986065,0.014255966682684607,0.7780548628428927,0.9857440333173154,0.9857440333173154,0.9836140721833339
24,0.0001548077366357483,173.8,0.02009556199076002,0.02009556199076002,0,0.9365689572321,0.8195421683728603,0.8220663943180837,0.818252371191438,0.8220663943180837,0.6923963897951377,0.6596859891653203,673,0.9365689572321,0.0498157936889316,0.013615249078968444,0.7853535353535354,0.9863847509210315,0.9863847509210315,0.982042122814527
25,0.0001451922633642517,1226.6,0.016240140158493725,0.016240140158493725,0,0.9322441134070159,0.823169706238578,0.8368660085231701,0.8237796991554673,0.8368660085231701,0.7331990874192771,0.6878914692172249,673,0.9322441134070159,0.05285920230658337,0.014896684286400768,0.7801418439716312,0.9851033157135992,0.9851033157135992,0.9820297232378473
26,0.00013559654611384773,161.0,0.014825883581415638,0.014825883581415638,0,0.9349671632228096,0.8238046573427245,0.8558879939370602,0.8364598258364896,0.8558879939370602,0.7747086247624115,0.7346610184388954,673,0.9349671632228096,0.05077687009450585,0.014255966682684607,0.7807881773399015,0.9857440333173154,0.9857440333173154,0.9845301566360533
27,0.00012606001574499314,98.2,0.013838464521181227,0.013838464521181227,0,0.9399327246516098,0.835947909592666,0.8397986030461374,0.8362126153348086,0.8397986030461374,0.7383906247541576,0.6842248155695688,673,0.9399327246516098,0.04597148806663463,0.014095787281755567,0.7653333333333333,0.9859042127182445,0.9859042127182445,0.9831367450186251
28,0.00011662185990655284,69.2,0.01314527015598327,0.01314527015598327,0,0.9489027711036361,0.8542328454258051,0.8575502134603569,0.8554093417463864,0.8575502134603569,0.7715453993392447,0.7227701420274524,673,0.9489027711036361,0.03780233861925356,0.013294890277110364,0.7398119122257053,0.9867051097228896,0.9867051097228896,0.9846777434644757
29,0.00010732086200534514,124.3,0.01181392315186683,0.01181392315186683,0,0.9359282396283838,0.8138996659323225,0.853291907448193,0.829730388229063,0.853291907448193,0.7601536633046615,0.7199981278902112,673,0.9359282396283838,0.047413102674995995,0.016658657696620213,0.74,0.9833413423033798,0.9833413423033798,0.9826466628096555
30,9.819524183680387e-05,175.4,0.010690322261403448,0.010690322261403448,0,0.9351273426237385,0.8130454771353519,0.8505873304666397,0.8201310348015625,0.8505873304666397,0.7496105519162614,0.7144297050608721,673,0.9351273426237385,0.05109722889636393,0.013775428479897486,0.7876543209876543,0.9862245715201026,0.9862245715201026,0.9832980814710076
31,8.928249853164091e-05,177.2,0.009136155108661535,0.009136155108661535,0,0.9460195418869134,0.8490792552392961,0.8538409158491009,0.8500415964125936,0.8538409158491009,0.7650218674310691,0.7212496836819923,673,0.9460195418869134,0.04116610603876342,0.012814352074323241,0.7626112759643917,0.9871856479256768,0.9871856479256768,0.9865322755529937
32,8.061925646387474e-05,187.8,0.008583172612214604,0.008583172612214604,0,0.9458593624859843,0.8312191822365029,0.8623142986833175,0.8414815609513183,0.8623142986833175,0.7743598019150693,0.7366953828053517,673,0.9458593624859843,0.04404933525548614,0.010091302258529554,0.8136094674556213,0.9899086977414705,0.9899086977414705,0.9906371502205754
33,7.224111475342123e-05,180.6,0.006960260074401458,0.006960260074401458,0,0.9479416946980618,0.8525182208418915,0.8508052901975339,0.8482727709209938,0.8508052901975339,0.756695911611607,0.7080014328543592,673,0.9479416946980618,0.041005926637834374,0.011052378664103796,0.7876923076923077,0.9889476213358962,0.9889476213358962,0.9883983102575707
34,6.418250098167458e-05,164.3,0.006776744338899984,0.006776744338899984,0,0.9426557744674035,0.8325669805589873,0.8631828627841719,0.8448247516133167,0.8631828627841719,0.7756825192646735,0.7416907508297358,673,0.9426557744674035,0.043568797052699025,0.013775428479897486,0.7597765363128491,0.9862245715201026,0.9862245715201026,0.9848826064488114
