epoch,lr,epoch_seconds,train_fine,train_total,train_skipped_batches,val_accuracy,val_macro_precision,val_macro_recall,val_macro_f1,val_balanced_accuracy,val_minority_macro_f1,val_minority_recall,val_minority_n,val_correct,val_within_lineage_error,val_cross_lineage_error,val_within_error_share,val_lineage_accuracy,val_head_lineage_accuracy,val_head_lineage_macro_f1
0,0.0003,431.4,0.5646995187460722,0.5646995187460722,0,0.3562389876661861,0.28215586618783595,0.2583449034841252,0.24495017732493463,0.2583449034841252,0.17535558261228976,0.162963008447291,673,0.3562389876661861,0.3234022104757328,0.3203588018580811,0.5023637720826076,0.6796411981419189,0.6796411981419189,0.6812091592960278
1,0.00029969180891255043,64.2,0.15389739659993532,0.15389739659993532,0,0.8074643600832933,0.6827122516956278,0.7325494789641067,0.6773840677230898,0.7325494789641067,0.6572790595897235,0.624745576409037,673,0.8074643600832933,0.1529713278872337,0.03956431202947301,0.7945091514143094,0.960435687970527,0.960435687970527,0.9561303737529636
2,0.0002987685020734869,64.8,0.0779625967370121,0.0779625967370121,0,0.9042127182444337,0.7766348849813762,0.820254489805444,0.7895383931547509,0.820254489805444,0.7332355112883672,0.69196298789492,673,0.9042127182444337,0.06999839820599071,0.025788883549575526,0.7307692307692307,0.9742111164504245,0.9742111164504245,0.9726823517781069
3,0.0002972338735486598,146.1,0.0666736796866734,0.0666736796866734,0,0.8979657216082012,0.7884406506209478,0.7811901439544374,0.7795765875673376,0.7811901439544374,0.6602578276341852,0.6198726606006993,673,0.8979657216082012,0.06583373378183566,0.03620054460996316,0.6452119309262166,0.9637994553900369,0.9637994553900369,0.9648331132301502
4,0.0002950942294558544,170.8,0.05778686251122873,0.05778686251122873,0,0.8875540605478136,0.7905557306478117,0.804338308363362,0.7855023685569991,0.804338308363362,0.7227723864677216,0.6562366598287762,673,0.8875540605478136,0.07400288322921672,0.03844305622296973,0.6581196581196581,0.9615569437770303,0.9615569437770303,0.957544465398484
5,0.0002923583620516003,142.4,0.05574195031281356,0.05574195031281356,0,0.9091782796732341,0.7785567621113995,0.8180631868486831,0.7944857740647309,0.8180631868486831,0.7019730509310376,0.679330623198329,673,0.9091782796732341,0.06118853115489348,0.029633189171872496,0.673721340388007,0.9703668108281275,0.9703668108281275,0.9681290923332858
6,0.0002890375136019032,65.1,0.0503137819499678,0.0503137819499678,0,0.8787441934967163,0.7638358555272502,0.8192988266914702,0.7729463385572192,0.8192988266914702,0.7588696550451993,0.7178715404035922,673,0.8787441934967163,0.07464360083293288,0.04661220567035079,0.6155878467635403,0.9533877943296492,0.9533877943296492,0.9532768009658147
7,0.0002851453301853628,107.4,0.04675349636965401,0.04675349636965401,0,0.9106198942815954,0.778934941799849,0.8153901199304708,0.781930204288598,0.8153901199304708,0.6851485348521129,0.6656896890193641,673,0.9106198942815954,0.07031875700784879,0.01906134871055582,0.7867383512544803,0.9809386512894441,0.9809386512894441,0.9776905139176701
8,0.00028069780561850837,93.3,0.04661354777085912,0.04661354777085912,0,0.9106198942815954,0.7811281950163869,0.8175655381991985,0.792541014611635,0.8175655381991985,0.6975491006111749,0.6685468169283834,673,0.9106198942815954,0.06791606599391319,0.02146403972449143,0.7598566308243727,0.9785359602755086,0.9785359602755086,0.9736128880335416
9,0.000275713215733776,101.2,0.044325073619096815,0.044325073619096815,0,0.9154252763094666,0.775349088599017,0.827480168422499,0.7919428748457888,0.827480168422499,0.7211752183266067,0.6914961280344245,673,0.9154252763094666,0.06903732180041647,0.01553740189011693,0.8162878787878788,0.984462598109883,0.984462598109883,0.9816398849130957
10,0.0002702120432801935,118.4,0.03898024129179808,0.03898024129179808,0,0.9272785519782156,0.801504456362717,0.8179484020291028,0.8024919378969237,0.8179484020291028,0.6876041210889501,0.6543185627117891,673,0.9272785519782156,0.056543328527951305,0.016178119493833094,0.7775330396475771,0.9838218805061669,0.9838218805061669,0.9808513391697063
