epoch,lr,epoch_seconds,train_fine,train_total,train_skipped_batches,val_accuracy,val_macro_precision,val_macro_recall,val_macro_f1,val_balanced_accuracy,val_minority_macro_f1,val_minority_recall,val_minority_n,val_correct,val_within_lineage_error,val_cross_lineage_error,val_within_error_share,val_lineage_accuracy,val_head_lineage_accuracy,val_head_lineage_macro_f1
0,0.0003,495.0,0.5970314154258141,0.5970314154258141,0,0.3067435527791126,0.2385538822931699,0.17656533235170535,0.17576659969545672,0.17656533235170535,0.06203896103896103,0.044337353882708604,673,0.3067435527791126,0.29985583853916387,0.39340060868172355,0.43253234750462105,0.6065993913182764,0.6065993913182764,0.6799882489285918
1,0.00029969180891255043,184.5,0.16732901323300142,0.16732901323300142,0,0.802338619253564,0.7013234169285772,0.7280508306170252,0.6890365478922289,0.7280508306170252,0.6296495449619206,0.6011444461923677,673,0.802338619253564,0.16065993913182763,0.03700144161460836,0.8128038897893031,0.9629985583853916,0.9629985583853916,0.960523939096558
2,0.0002987685020734869,183.2,0.08525762489618181,0.08525762489618181,0,0.8643280474131027,0.7185947730476641,0.8023821637156732,0.7336296610309144,0.8023821637156732,0.7007386413155807,0.6798546189985457,673,0.8643280474131027,0.09514656415185008,0.04052538843504725,0.7012987012987013,0.9594746115649527,0.9594746115649527,0.9620269444610919
3,0.0002972338735486598,122.0,0.0677214450192648,0.0677214450192648,0,0.9175076085215441,0.7857808106514476,0.8214811256177713,0.7940167428880828,0.8214811256177713,0.7136266817372732,0.6902526280157049,673,0.9175076085215441,0.05926637834374499,0.023226013134710875,0.7184466019417476,0.9767739868652892,0.9767739868652892,0.970714753994771
4,0.0002950942294558544,75.2,0.06093418195761822,0.06093418195761822,0,0.8954028511933365,0.761972493394413,0.8126943551414194,0.7757788047307627,0.8126943551414194,0.7247787563459736,0.682805031937103,673,0.8954028511933365,0.07832772705430081,0.026269421752362646,0.7488514548238897,0.9737305782476373,0.9737305782476373,0.9710459276666349
5,0.0002923583620516003,94.3,0.05424582111638981,0.05424582111638981,0,0.9085375620695179,0.7936866437102751,0.7781890673066235,0.781517511444406,0.7781890673066235,0.6611897187998917,0.6028134266377626,673,0.9085375620695179,0.06070799295210636,0.030754444978375782,0.6637478108581436,0.9692455550216242,0.9692455550216242,0.9523227017369943
6,0.0002890375136019032,69.5,0.051334404016097825,0.051334404016097825,0,0.8981259010091303,0.7630474841053847,0.8260344367795995,0.7754169479499855,0.8260344367795995,0.7345183711892058,0.7133477145401641,673,0.8981259010091303,0.07736665064872657,0.0245074483421432,0.7594339622641509,0.9754925516578568,0.9754925516578568,0.9701435435773683
7,0.0002851453301853628,71.4,0.04882646035914729,0.04882646035914729,0,0.9189492231299055,0.8069613147389737,0.8364385521724437,0.8110952603566562,0.8364385521724437,0.7523885219743945,0.7149544725705013,673,0.9189492231299055,0.06439211917347429,0.016658657696620213,0.7944664031620553,0.9833413423033798,0.9833413423033798,0.9753190908881905
8,0.00028069780561850837,72.6,0.04531481001362368,0.04531481001362368,0,0.8692936088419029,0.7339519980419794,0.841488025246667,0.7531604594168517,0.841488025246667,0.7808097053327102,0.7663544638772113,673,0.8692936088419029,0.09322441134070159,0.03748197981739548,0.7132352941176471,0.9625180201826046,0.9625180201826046,0.9639250478579452
9,0.000275713215733776,80.7,0.043637195771948974,0.043637195771948974,0,0.9155854557103956,0.7730876253808399,0.8309954115023828,0.7935930398388943,0.8309954115023828,0.7104880405554965,0.6956428156949002,673,0.9155854557103956,0.06535319557904853,0.01906134871055582,0.7741935483870968,0.9809386512894441,0.9809386512894441,0.9797498556916873
10,0.0002702120432801935,71.9,0.04393844520059097,0.04393844520059097,0,0.8982860804100593,0.7996180351045544,0.8449084079632653,0.8030227746400533,0.8449084079632653,0.781068938136001,0.7518001667643945,673,0.8982860804100593,0.06823642479577126,0.03347749479416947,0.6708661417322834,0.9665225052058305,0.9665225052058305,0.9677469563811193
11,0.0002642168937553701,72.2,0.03898411306890321,0.03898411306890321,0,0.9147845587057505,0.7892494234790566,0.8414085464830179,0.8060006232448278,0.8414085464830179,0.7621910943450416,0.7255910328918185,673,0.9147845587057505,0.06375140156975813,0.02146403972449143,0.7481203007518797,0.9785359602755086,0.9785359602755086,0.9754512484324187
12,0.0002577524025146591,72.6,0.03806703205087355,0.03806703205087355,0,0.9059746916546532,0.7790582205806484,0.8237566666825532,0.7877841629108461,0.8237566666825532,0.7324272930890514,0.6893366396452261,673,0.9059746916546532,0.0735223450264296,0.020502963318917187,0.7819420783645656,0.9794970366810828,0.9794970366810828,0.975207257079715
13,0.00025084513353919747,72.9,0.036819303129891776,0.036819303129891776,0,0.912862405894602,0.7817327399004551,0.8555326998093669,0.8025757730484553,0.8555326998093669,0.7929667077563716,0.7504316987647859,673,0.912862405894602,0.06711516898926798,0.020022425116130067,0.7702205882352942,0.9799775748838699,0.9799775748838699,0.9770797769553948
