epoch,lr,epoch_seconds,train_fine,train_lineage,train_consistency,train_total,train_skipped_batches,val_accuracy,val_macro_precision,val_macro_recall,val_macro_f1,val_balanced_accuracy,val_minority_macro_f1,val_minority_recall,val_minority_n,val_correct,val_within_lineage_error,val_cross_lineage_error,val_within_error_share,val_lineage_accuracy,val_head_lineage_accuracy,val_head_lineage_macro_f1
0,0.0003,122.8,2.5090947761640443,0.9263179337585365,0.28559866059612443,2.815550031504788,0,0.4771744353676117,0.282134453161315,0.2093983818632336,0.19406414045945336,0.2093983818632336,0.003289473684210526,0.0017123287671232876,673,0.4771744353676117,0.2329008489508249,0.28992471568156336,0.44546568627450983,0.7100752843184367,0.6769181483261253,0.4078195205468407
1,0.00029969180891255043,66.5,0.5327022565753905,0.18449835332294742,0.04650297025627979,0.5927020599717622,0,0.8946019541886914,0.7588693796647289,0.7725268150400885,0.7643024642704407,0.7725268150400885,0.6419520570953141,0.5981734512718453,673,0.8946019541886914,0.07784718885151369,0.02755085695979497,0.7386018237082067,0.972449143040205,0.9650808905974692,0.9579127001709372
2,0.0002987685020734869,68.9,0.30503813924042733,0.09670004836580419,0.012438805320218287,0.335292036143633,0,0.888995675156175,0.7874891120900723,0.7596584460613385,0.7618883799612731,0.7596584460613385,0.6495527820437096,0.5952557814033608,673,0.888995675156175,0.07720647124779753,0.03379785359602755,0.6955266955266955,0.9662021464039724,0.9649207111965401,0.9586410237109982
3,0.0002972338735486598,69.9,0.26623049320264175,0.08483159016756402,0.0088626205885353,0.29256623286631084,0,0.9237546051577767,0.8079304392016059,0.7873875979090523,0.7953896550242724,0.7873875979090523,0.648343276629704,0.595942936323046,673,0.9237546051577767,0.0557424315233061,0.020502963318917187,0.7310924369747899,0.9794970366810828,0.9769341662662182,0.972988215946822
4,0.0002950942294558544,70.1,0.23097866475582124,0.07123541007289193,0.006449606902846187,0.25299424895873435,0,0.9160659939131828,0.7816032519634262,0.7922234002971256,0.7815790882908719,0.7922234002971256,0.6665351567166022,0.6327933338662073,673,0.9160659939131828,0.06375140156975813,0.020182604517059107,0.7595419847328244,0.9798173954829409,0.9783757808745795,0.9694003692760998
5,0.0002923583620516003,70.5,0.22100389668984072,0.06615384011964344,0.005351791548885528,0.24138522976702387,0,0.9070959474611565,0.7995794612626832,0.7911177979948439,0.786239547687343,0.7911177979948439,0.6928860466397886,0.6450423352070899,673,0.9070959474611565,0.06807624539484222,0.02482780714400128,0.7327586206896551,0.9751721928559988,0.9756527310587858,0.9672469126676524
6,0.0002890375136019032,70.5,0.20194704303374658,0.06357560037599447,0.005198468736457321,0.22153957082101933,0,0.9317635752042287,0.8216362410542133,0.8026963967502695,0.8092352498862133,0.8026963967502695,0.6790548671411643,0.6253923769942664,673,0.9317635752042287,0.04693256447220887,0.02130386032356239,0.687793427230047,0.9786961396764376,0.9774147044690052,0.9713646216867348
7,0.0002851453301853628,70.3,0.19710895139109957,0.05989418131616581,0.004515646911062464,0.2155287711748055,0,0.9300016017940093,0.8291521028032669,0.7891771312250043,0.8008061793648831,0.7891771312250043,0.6398086917596759,0.5889315228174594,673,0.9300016017940093,0.049175076085215444,0.02082332212077527,0.7025171624713958,0.9791766778792247,0.9774147044690052,0.972318770357024
8,0.00028069780561850837,70.8,0.1851128762199001,0.05441494405443606,0.0038671062068545495,0.2018240699646892,0,0.9263174755726413,0.7966044355900933,0.7931313334255291,0.7885522951060335,0.7931313334255291,0.6410408512497201,0.5980661014037146,673,0.9263174755726413,0.056863687329809384,0.016818837097549257,0.7717391304347826,0.9831811629024507,0.9818997276950184,0.978917086237363
9,0.000275713215733776,70.8,0.1722060611778563,0.04943774419959512,0.003502374047549073,0.18738762234020365,0,0.9218324523466283,0.798169202330357,0.8085254935929912,0.7984477819886641,0.8085254935929912,0.6978459791344257,0.6590565995052116,673,0.9218324523466283,0.05862566074002883,0.019541886913342944,0.75,0.9804581130866571,0.9804581130866571,0.9763186337987584
10,0.0002702120432801935,70.2,0.16651368727805196,0.05169080568830595,0.003620590171891848,0.18238298821744028,0,0.9372096748358161,0.823088150690027,0.7992832133365573,0.8084051059648903,0.7992832133365573,0.6544356393700336,0.5996031955158619,673,0.9372096748358161,0.044529873458273264,0.01826045170591062,0.7091836734693877,0.9817395482940894,0.9810988306903732,0.9783852090608297
11,0.0002642168937553701,70.1,0.16229977859081804,0.04779537498034987,0.002868636571776613,0.17692525619333918,0,0.9275989107800737,0.8338762359683569,0.792061920256234,0.8077068567341139,0.792061920256234,0.6703270119110717,0.6140183339870209,673,0.9275989107800737,0.055902610924235145,0.016498478295691173,0.7721238938053098,0.9835015217043088,0.9830209835015217,0.9803658600477488
12,0.0002577524025146591,69.5,0.15531908797898464,0.045341130962677216,0.0030115019441147306,0.16922257812796057,0,0.9267980137754285,0.822625251693941,0.7820087591250912,0.7972992475699964,0.7820087591250912,0.6408703103288422,0.5843492581383607,673,0.9267980137754285,0.054140637514015696,0.01906134871055582,0.7396061269146609,0.9809386512894441,0.9822200864968765,0.9763496396311071
