epoch,lr,epoch_seconds,train_fine,train_total,train_skipped_batches,val_accuracy,val_macro_precision,val_macro_recall,val_macro_f1,val_balanced_accuracy,val_minority_macro_f1,val_minority_recall,val_minority_n,val_correct,val_within_lineage_error,val_cross_lineage_error,val_within_error_share,val_lineage_accuracy,val_head_lineage_accuracy,val_head_lineage_macro_f1
20,6.582194019564266e-05,201.7,0.09154292155570233,0.09154292155570233,0,0.952426717924075,0.8485615032699384,0.874950827816878,0.8580626357740235,0.874950827816878,0.8052628797364622,0.756333857638791,673,0.952426717924075,0.03748197981739548,0.010091302258529554,0.7878787878787878,0.9899086977414705,0.9899086977414705,0.9871780786315275
21,5.289205728272586e-05,185.4,0.0877139068528973,0.0877139068528973,0,0.9535479737305782,0.853388729559155,0.8757958185277559,0.8620502898365549,0.8757958185277559,0.8047235785447493,0.7570487133376873,673,0.9535479737305782,0.03652090341182124,0.009931122857600512,0.7862068965517242,0.9900688771423994,0.9900688771423994,0.9873037329794783
22,4.110067621153042e-05,85.3,0.07886884492569297,0.07886884492569297,0,0.9559506647445138,0.8609697303902757,0.8782962532642639,0.8676681149205936,0.8782962532642639,0.8077956253319022,0.7598771135333819,673,0.9559506647445138,0.03459875060067275,0.00945058465481339,0.7854545454545454,0.9905494153451866,0.9905494153451866,0.9886816685568265
23,3.058604014415343e-05,88.0,0.0771132775978112,0.0771132775978112,0,0.956271023546372,0.8594961224282524,0.8774135992205838,0.8661285349935941,0.8774135992205838,0.8055387476593889,0.7575474498718008,673,0.956271023546372,0.03427839179881467,0.00945058465481339,0.7838827838827839,0.9905494153451866,0.9905494153451866,0.9886834888869925
24,2.147142357486164e-05,87.6,0.07373114818875263,0.07373114818875263,0,0.9581931763575204,0.8726591489948126,0.8787459517858492,0.875092311000369,0.8787459517858492,0.8058306951102465,0.7586635213003722,673,0.9581931763575204,0.03267659778952427,0.00913022585295531,0.7816091954022989,0.9908697741470447,0.9908697741470447,0.9899290105960677
25,1.3863687049356464e-05,93.5,0.07310107750184772,0.07310107750184772,0,0.9589940733621656,0.8756894099865914,0.8777113097827436,0.8762819511551286,0.8777113097827436,0.8031842702138491,0.7543731916156251,673,0.9589940733621656,0.03235623898766619,0.008649687650168188,0.7890625,0.9913503123498318,0.9913503123498318,0.9903008377285046
26,7.852024322579648e-06,94.3,0.07388855221396208,0.07388855221396208,0,0.9599551497677399,0.8749021286815811,0.8809865938395852,0.8771634334589601,0.8809865938395852,0.8080847369065915,0.7606387067638457,673,0.9599551497677399,0.031555341983020985,0.008489508249239148,0.788,0.9915104917507609,0.9915104917507609,0.9909172177323323
27,3.506916643487001e-06,90.7,0.07011571536945907,0.07011571536945907,0,0.960435687970527,0.8722609654001966,0.8707516665852472,0.8707624539768215,0.8707516665852472,0.7803365622337388,0.7372745922824366,673,0.960435687970527,0.030914624379304822,0.008649687650168188,0.7813765182186235,0.9913503123498318,0.9913503123498318,0.9907916301006345
28,8.793064268460604e-07,92.4,0.06964831331123754,0.06964831331123754,0,0.960435687970527,0.8717441070230372,0.8699021185250646,0.8700964956801838,0.8699021185250646,0.7779935233338211,0.7350424494252938,673,0.960435687970527,0.03139516258209194,0.008169149447381067,0.7935222672064778,0.9918308505526189,0.9918308505526189,0.9926459975155438
29,0.0,99.2,0.06711224927716927,0.06711224927716927,0,0.960756046772385,0.8761207031551642,0.8701976267992964,0.8715201608980206,0.8701976267992964,0.7779935233338211,0.7350424494252938,673,0.960756046772385,0.03107480378023386,0.008169149447381067,0.7918367346938775,0.9918308505526189,0.9918308505526189,0.9926459975155438
