epoch,lr,epoch_seconds,train_fine,train_lineage,train_consistency,train_total,train_skipped_batches,val_accuracy,val_macro_precision,val_macro_recall,val_macro_f1,val_balanced_accuracy,val_minority_macro_f1,val_minority_recall,val_minority_n,val_correct,val_within_lineage_error,val_cross_lineage_error,val_within_error_share,val_lineage_accuracy,val_head_lineage_accuracy,val_head_lineage_macro_f1
0,0.0003,122.3,2.336149766942957,0.9211153044805422,0.30146599241665434,2.6426309708710556,0,0.5481339099791767,0.3125569299996179,0.2516609546984866,0.2473287168055485,0.2516609546984866,0.0016556291390728477,0.0008445945945945946,673,0.5481339099791767,0.26333493512734263,0.18853115489348068,0.5827720666430344,0.8114688451065193,0.7357039884670832,0.5472221358032286
1,0.00029969180891255043,65.9,0.5769532821826883,0.19476195101390828,0.05404799814837483,0.6407866707869938,0,0.8638475092103155,0.739297716248917,0.7514910297824646,0.734689657197712,0.7514910297824646,0.6207631189231475,0.583644354615388,673,0.8638475092103155,0.09034118212397886,0.04581130866570559,0.6635294117647059,0.9541886913342944,0.9533877943296492,0.9496637949403026
2,0.0002987685020734869,68.6,0.3284417336786186,0.10597559282822268,0.017084008183043738,0.3619428134062788,0,0.9200704789364088,0.7924590345738812,0.788611398503164,0.7869633935584176,0.788611398503164,0.6531477059702617,0.6152317289270006,673,0.9200704789364088,0.056863687329809384,0.023065833733781835,0.7114228456913828,0.9769341662662182,0.9767739868652892,0.9675421063713645
3,0.0002972338735486598,69.2,0.27249241526555884,0.08580325600578562,0.011468284513934382,0.29938022221673977,0,0.9226333493512734,0.8179217107667156,0.7835698968124318,0.7931062563553386,0.7835698968124318,0.6422198923045738,0.5933513981453489,673,0.9226333493512734,0.056543328527951305,0.02082332212077527,0.7308488612836439,0.9791766778792247,0.9786961396764376,0.9684314112127786
4,0.0002950942294558544,69.3,0.2448752333010946,0.07624774285551202,0.008678837392509884,0.26861744013788935,0,0.909018100272305,0.7696011406375289,0.7939343752496172,0.776435779962575,0.7939343752496172,0.6597766920454233,0.6129879402068688,673,0.909018100272305,0.06951786000320359,0.02146403972449143,0.7640845070422535,0.9785359602755086,0.9806182924875861,0.9746704598011638
5,0.0002923583620516003,69.6,0.22900927302601573,0.06709517573139497,0.006757558255256819,0.24981358277273702,0,0.9308024987986545,0.8322947883546268,0.7933267241817474,0.8079239373358034,0.7933267241817474,0.6512199932430769,0.5987030434858706,673,0.9308024987986545,0.04853435848149928,0.020663142719846227,0.7013888888888888,0.9793368572801537,0.9754925516578568,0.9737899321036366
6,0.0002890375136019032,69.3,0.20748211176513315,0.06332874974890888,0.005561738806216374,0.22703691078247604,0,0.912862405894602,0.79654864805605,0.7920059958444493,0.7845706333555545,0.7920059958444493,0.6694825661358876,0.615871520498924,673,0.912862405894602,0.06198942815953868,0.025148165945859363,0.7113970588235294,0.9748518340541407,0.9737305782476373,0.9700135171251919
7,0.0002851453301853628,69.4,0.20463149950808876,0.06203860207307306,0.005115518641944688,0.22375463302155119,0,0.9151049175076085,0.8208422632449524,0.7784991541043635,0.7865513925565614,0.7784991541043635,0.6518647937379836,0.5933806005688151,673,0.9151049175076085,0.06663463078648085,0.01826045170591062,0.7849056603773585,0.9817395482940894,0.9807784718885152,0.9760463674948018
8,0.00028069780561850837,69.4,0.18901337388452594,0.057269473482885365,0.004485210948393444,0.20664273736241098,0,0.9229537081531315,0.816061857138953,0.776289336255513,0.7854619819174733,0.776289336255513,0.6183576306597489,0.5650920925038658,673,0.9229537081531315,0.05542207272144802,0.02162421912542047,0.7193347193347194,0.9783757808745795,0.9798173954829409,0.9711296518460498
9,0.000275713215733776,69.5,0.1844719897914719,0.05498334462012441,0.004114196286216931,0.2013784137400952,0,0.9322441134070159,0.8220677743589145,0.80039094740073,0.7999962708675822,0.80039094740073,0.650634244143577,0.6058781437565467,673,0.9322441134070159,0.05077687009450585,0.016979016498478296,0.7494089834515366,0.9830209835015217,0.980297933685728,0.9776911731680614
10,0.0002702120432801935,69.5,0.17631570699286986,0.053415652977527824,0.0042991765720416675,0.19277032091394886,0,0.9149447381066795,0.7911067455059686,0.8003754701976313,0.7883791397167063,0.8003754701976313,0.6609406164192461,0.6269070007229707,673,0.9149447381066795,0.06807624539484222,0.016979016498478296,0.800376647834275,0.9830209835015217,0.9838218805061669,0.9805594509012286
11,0.0002642168937553701,69.4,0.1653945727826475,0.04753160874134155,0.0033481991389695334,0.17998887567606928,0,0.9229537081531315,0.8341803898031517,0.7633983282856138,0.787201727000737,0.7633983282856138,0.6083215321367893,0.5461528107116943,673,0.9229537081531315,0.056543328527951305,0.020502963318917187,0.7338877338877339,0.9794970366810828,0.9791766778792247,0.9753769459789318
