epoch,lr,epoch_seconds,train_fine,train_lineage,train_consistency,train_total,train_skipped_batches,val_accuracy,val_macro_precision,val_macro_recall,val_macro_f1,val_balanced_accuracy,val_minority_macro_f1,val_minority_recall,val_minority_n,val_correct,val_within_lineage_error,val_cross_lineage_error,val_within_error_share,val_lineage_accuracy,val_head_lineage_accuracy,val_head_lineage_macro_f1
0,0.0003,121.6,0.5824584215551942,0.28334474783022323,0.2654142771612157,0.6940032768380511,0,0.233221207752683,0.21655606985795148,0.18335353762962525,0.1458633499966694,0.18335353762962525,0.11589587176964983,0.14313727560730985,673,0.233221207752683,0.328047413102675,0.438731379144642,0.4278253603509505,0.561268620855358,0.6977414704469005,0.7282919965090091
1,0.00029969180891255043,66.4,0.15941750373650382,0.05625035146118275,0.041832341067492965,0.18047584404165928,0,0.8628864328047413,0.722379174092961,0.7283885746885833,0.7106134408777504,0.7283885746885833,0.5884545584552486,0.5560465442534361,673,0.8628864328047413,0.09514656415185008,0.04196700304340862,0.6939252336448598,0.9580329969565914,0.9625180201826046,0.9618378441961829
2,0.0002987685020734869,69.0,0.08334719379033362,0.026763893695353726,0.018208549167592448,0.09319721716200258,0,0.9040525388435047,0.7854086020143359,0.7833154078255201,0.7793161643179828,0.7833154078255201,0.6448179543380438,0.5912279111256689,673,0.9040525388435047,0.06663463078648085,0.029312830370014416,0.6944908180300501,0.9706871696299856,0.9676437610123338,0.9645452734754189
3,0.0002972338735486598,69.4,0.07206095049341957,0.02385631769941608,0.01437184420608721,0.08065503056846805,0,0.9014896684286401,0.7613591183015046,0.8105841455771101,0.7746088795253607,0.8105841455771101,0.6870090792955477,0.661878754896973,673,0.9014896684286401,0.07224090981899728,0.026269421752362646,0.7333333333333333,0.9737305782476373,0.9708473490309146,0.9505891017178237
4,0.0002950942294558544,69.3,0.06235437474346587,0.021139811235096225,0.012020289300234762,0.0698983473273424,0,0.9002082332212078,0.7800416149387621,0.8182025672635622,0.7819526857277281,0.8182025672635622,0.698361194451653,0.6790668971281313,673,0.9002082332212078,0.07800736825244274,0.021784398526349513,0.7817014446227929,0.9782156014736505,0.9735703988467083,0.9623167100583091
5,0.0002923583620516003,69.8,0.058844161250597826,0.01880675057476325,0.010188403489723146,0.0655050270934845,0,0.9070959474611565,0.7871300659545715,0.8177976817022482,0.7836114751002202,0.8177976817022482,0.6989754385182325,0.6840343154475242,673,0.9070959474611565,0.06775588659298415,0.025148165945859363,0.7293103448275862,0.9748518340541407,0.976293448662502,0.9649885892870492
6,0.0002890375136019032,70.1,0.053177513732769334,0.018828547397464677,0.010296166494775277,0.05985569479250973,0,0.9143040205029633,0.7832776196719902,0.8002819893215413,0.7890400361839917,0.8002819893215413,0.6797331914428836,0.644010027986984,673,0.9143040205029633,0.06263014576325485,0.023065833733781835,0.7308411214953271,0.9769341662662182,0.9786961396764376,0.9750687107732001
7,0.0002851453301853628,70.0,0.05094599571938698,0.017910654408534846,0.009122589061671233,0.05723145124553652,0,0.9303219605958674,0.8260099615199271,0.8211613061841928,0.8203320115827709,0.8211613061841928,0.7093120210917865,0.6725267173041078,673,0.9303219605958674,0.04997597308986065,0.019702066314271984,0.7172413793103448,0.980297933685728,0.9827006246996636,0.9790642154826531
8,0.00028069780561850837,70.2,0.04727325482437244,0.01638143666211393,0.008405290285104906,0.05302821507902591,0,0.9038923594425757,0.7810602439199229,0.8273809706939392,0.7812857373096384,0.8273809706939392,0.7393353502148303,0.7019388719575264,673,0.9038923594425757,0.07720647124779753,0.01890116930962678,0.8033333333333333,0.9810988306903732,0.9810988306903732,0.9764541166978709
9,0.000275713215733776,69.9,0.04536563038600834,0.015173298932079757,0.007295165075357635,0.05064713682181069,0,0.9197501201345507,0.8049507539374455,0.8113321530997095,0.7988090365862865,0.8113321530997095,0.6943588110818173,0.6620968517179232,673,0.9197501201345507,0.06118853115489348,0.01906134871055582,0.7624750499001997,0.9809386512894441,0.9823802658978056,0.9777516259483923
10,0.0002702120432801935,70.3,0.043425956728694204,0.013951024899814422,0.006947521687290826,0.0483060165605211,0,0.8992471568156335,0.7710784230324401,0.858483142230899,0.785017914644657,0.858483142230899,0.80510866144817,0.7741226786113007,673,0.8992471568156335,0.07912862405894602,0.02162421912542047,0.7853736089030207,0.9783757808745795,0.9777350632708633,0.9768163604288596
11,0.0002642168937553701,70.4,0.040545367886527225,0.01365953924781694,0.006577848872313133,0.04530101475397964,0,0.9263174755726413,0.7961854369881612,0.8082230122240366,0.7977390496997793,0.8082230122240366,0.6600619754268432,0.6310424401232124,673,0.9263174755726413,0.05638314912702227,0.017299375300336376,0.7652173913043478,0.9827006246996636,0.980137754284799,0.9764307664731501
12,0.0002577524025146591,70.1,0.040115213859826325,0.012737604878986111,0.006099168238086769,0.04454641226515338,0,0.9151049175076085,0.8021826121714907,0.8466367556476408,0.80934989579894,0.8466367556476408,0.7773459264875975,0.7266531223294854,673,0.9151049175076085,0.05814512253724171,0.02674995995514977,0.6849056603773584,0.9732500400448503,0.9706871696299856,0.968524458607173
13,0.00025084513353919747,70.0,0.03799325748868696,0.0123772315198049,0.005617908013288628,0.04226821771526074,0,0.928720166586577,0.816652932356934,0.8411266024842818,0.8200416693438037,0.8411266024842818,0.7570437258522114,0.7071153640008643,673,0.928720166586577,0.05317956110844146,0.01810027230498158,0.7460674157303371,0.9818997276950184,0.9835015217043088,0.9813573678874619
